ID	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio_num	BgRatio_num	Enrichment	Comparison	Direction
GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	LRRN3/CLEC2D/EGR2/PTPRC/DUSP4/DOCK10/GBP1/MICAL1/PASK	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE17721_0.5H_VS_12H_POLYIC_BMDC_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	ZEB2/SLC2A5/GBP4/GBP2/SERPINB9/CD47/MCL1/SYNE2/TDRD7	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE1925_CTRL_VS_3H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	RYR2/HOMER2/SEMA5A/PKIA/MCOLN2/MTM1/ITGAL/CYP19A1/DAB2IP	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	PRDM1/F2R/RYR2/RRAD/PHLDA1/EGR2/ITGAV/DUSP6/CCL1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	MEF2C/TLR7/ATP8A1/CLMN/ENTPD1/GBP2/MYCBP2/PECAM1/ST6GAL1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE23984_CTRL_VS_HYPOCALEMIC_VITAMIND_ANALOG_TCELL_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	H1-2/FAM107B/RFTN1/SH3BP5/ABCD2/CCDC88A/MYCBP2/MICAL1/GCNT1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	MEF2C/BLK/GBP4/CDKN2C/CSGALNACT1/NCOA1/TP53INP1/ADCY6/ST6GAL1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	STK17A/RUNX1/AUTS2/CD47/NCOA1/MCL1/SYNE2/EXT1/NUCB2	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	RRAD/SH3BP5/EXOC6B/EGR2/GBP2/LRRFIP2/DUSP6/GBP1/CYRIA	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	RABGAP1L/NIM1K/RAPH1/KIF13B/ABCD2/ZDHHC14/NCOA1/PPP3CA/GCNT1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE26890_CXCR1_NEG_VS_POS_EFFECTOR_CD8_TCELL_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	ZEB2/TLR7/CXCL10/GBP2/SERPINB9/CD47/TDRD7/SLFN5/STARD4	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	FILIP1L/MYCBP2/DOCK10/PIK3CG/CD47/PRKCB/AKAP13/CYRIA/DAB2IP	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE33425_CD161_HIGH_VS_INT_CD8_TCELL_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	MEF2C/LGMN/SMIM14/ENTPD1/GBP4/MCOLN2/MCL1/PRKCB/NUCB2	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE34006_WT_VS_A2AR_KO_TREG_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	TLR7/CXCL10/PKIA/GBP4/GBP2/CASP7/SYNE2/TDRD7/ATXN1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	MET/PHLDA1/EGR2/DUSP4/DUSP1/SERPINB9/FNDC3B/DUSP5/EXT1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE34515_CD16_POS_MONOCYTE_VS_DC_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	TLR7/ATP8A1/FAM107B/CXCL10/SMIM14/PIK3CG/NFAT5/MCL1/ITGAL	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	F2R/ZEB2/SELPLG/ENTPD1/PTPRJ/CDKN2C/CD47/PPP3CA/DUSP5	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	PLD1/CXCL10/CLEC2D/RFTN1/CD47/MCL1/CYRIA/TDRD7/JUN	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	CXCL10/GBP4/GBP2/LIMA1/MCL1/CD82/SYNE2/TDRD7/ADAM22	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	MEF2C/SLC2A5/TRANK1/H2AC6/H2BC12/PECAM1/GNG11/GBP1/NR3C1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE3982_CTRL_VS_LPS_48H_DC_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	TRIB1/TRAF3IP3/FILIP1L/CXCL10/RFTN1/DUSP1/PIK3CG/LRRFIP2/CCL1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	ATP8A1/EGR2/MCL1/EXT1/SLFN5/ADCY6/SOX4/KCNMB4/NUCB2	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	TOX/TNIK/EGR2/CSGALNACT1/PRKCB/EXT1/ADCY6/SOX4/ST6GAL1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	F2R/FILIP1L/SESN3/PECAM1/NR3C1/AKAP13/CYRIA/ITGAL/SOX4	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	RASGRP3/TRANK1/SERPINB9/CASP7/CD47/MCL1/GBP1/EXT1/TDRD7	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE43863_LY6C_INT_CXCR5POS_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_DN	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	BLK/HOMER2/EGR2/ITGAV/CDC14B/DUSP4/SERPINB9/LRRC8C/GCNT1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE7852_TREG_VS_TCONV_FAT_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	PRDM1/ATP8A1/PHLDA1/CXCL10/ITGAV/DUSP4/DUSP1/CSGALNACT1/LRRC8C	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
GSE7852_TREG_VS_TCONV_THYMUS_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	PRDM1/DUSP4/GBP4/DUSP1/ITGB1/LIMA1/DUSP5/GCNT1/ATXN1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
HALLMARK_KRAS_SIGNALING_UP	9/195	200/41384	5.16E-07	2.28E-05	1.35E-05	PRDM1/TRIB1/RABGAP1L/PCP4/CXCL10/DUSP6/PECAM1/GNG11/ST6GAL1	9	0.046153846	0.004832786	-9.550153846	E788_vs_WT	down
MANNO_MIDBRAIN_NEUROTYPES_HNBML1	11/195	328/41384	5.24E-07	2.31E-05	1.36E-05	ANK3/PHLDA1/CTNNA2/STMN2/MAP7D2/MAP2/MICAL1/CYRIA/SLC37A1/SOX4/ST6GAL1	11	0.056410256	0.007925768	-7.117323327	E788_vs_WT	down
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	13/195	479/41384	5.31E-07	2.33E-05	1.38E-05	PDE4D/MEF2C/TLR7/BLK/IGHG4/RFTN1/PTPRJ/PTPRC/GCSAM/CD47/GBP1/PRKCB/DAB2IP	13	0.066666667	0.011574522	-5.759777314	E788_vs_WT	down
MIR518A_5P_MIR527	10/195	262/41384	5.41E-07	2.37E-05	1.40E-05	PDE4D/ANK3/MEF2C/ZEB2/EFNA5/ENTPD1/TLE4/ISM1/ATXN1/PHF6	10	0.051282051	0.006330949	-8.100215306	E788_vs_WT	down
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_PINK_DN	5/195	34/41384	5.49E-07	2.40E-05	1.42E-05	MEF2C/ZEB2/GIMAP8/GBP2/HECW2-AS1	5	0.025641026	8.22E-04	-31.20965309	E788_vs_WT	down
GOBP_MAINTENANCE_OF_LOCATION	11/195	330/41384	5.56E-07	2.42E-05	1.43E-05	PDE4D/F2R/ANK3/RYR2/CXCL10/PTPRC/ITGAV/CCDC88A/MCOLN2/TMSB4X/STARD4	11	0.056410256	0.007974096	-7.074188034	E788_vs_WT	down
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	9/195	202/41384	5.61E-07	2.44E-05	1.44E-05	MEF2C/ZEB2/ATP8A1/SMARCA2/AUTS2/PTPRJ/MYCBP2/CYRIA/DAB2IP	9	0.046153846	0.004881113	-9.455597867	E788_vs_WT	down
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	13/195	482/41384	5.70E-07	2.47E-05	1.46E-05	MET/MEF2C/ZEB2/LGMN/DDR2/SEMA5A/FN1/ITGB1/PIK3CG/TMSB4X/GNA12/DAB2IP/JUN	13	0.066666667	0.011647013	-5.723928077	E788_vs_WT	down
HAY_BONE_MARROW_NAIVE_T_CELL	12/195	404/41384	5.72E-07	2.48E-05	1.46E-05	LRRN3/ANK3/TRAF3IP3/FAM107B/TNIK/CLEC2D/TNFAIP8/TSHZ2/SLFN5/PAG1/PASK/HECW2-AS1	12	0.061538462	0.009762227	-6.303731912	E788_vs_WT	down
FREAC2_01	10/195	264/41384	5.80E-07	2.50E-05	1.48E-05	PRDM1/CALD1/RABGAP1L/DUSP4/DUSP1/CADM1/FAM135B/KCNQ5/EXT1/ATXN1	10	0.051282051	0.006379277	-8.038850039	E788_vs_WT	down
GOBP_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	13/195	483/41384	5.83E-07	2.51E-05	1.48E-05	PDE4D/F2R/ANK3/MEF2C/RYR2/CLIC5/RRAD/CXCL10/ITGB1/PIK3CG/CACNA2D3/TMSB4X/KCNQ5	13	0.066666667	0.011671177	-5.712077295	E788_vs_WT	down
MEF2_01	8/195	149/41384	5.94E-07	2.55E-05	1.50E-05	ANK3/MEF2C/SMARCA2/SESN3/CACNA2D3/TRIM55/AKAP13/JUN	8	0.041025641	0.003600425	-11.39466529	E788_vs_WT	down
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	6/195	64/41384	6.05E-07	2.57E-05	1.52E-05	CXCL10/PTPRC/H2AC6/STAT4/GBP2/NFAT5	6	0.030769231	0.001546491	-19.89615385	E788_vs_WT	down
HU_FETAL_RETINA_AMACRINE	6/195	64/41384	6.05E-07	2.57E-05	1.52E-05	ANK3/STMN2/RORB/CCDC88A/MAP2/SOX4	6	0.030769231	0.001546491	-19.89615385	E788_vs_WT	down
MATSUDA_NATURAL_KILLER_DIFFERENTIATION	13/195	485/41384	6.11E-07	2.57E-05	1.52E-05	F2R/MEF2C/CXCL10/HOMER2/PTPRJ/STAT4/MCOLN2/ITGB1/CADM1/CACNA2D3/JUN/SOX4/NUCB2	13	0.066666667	0.011719505	-5.688522337	E788_vs_WT	down
MIR548A_3P	13/195	485/41384	6.11E-07	2.57E-05	1.52E-05	RAPH1/TSPAN2/ENTPD1/SESN3/ITGAV/PIK3CG/CD47/NFAT5/TP53INP1/PAG1/ATXN1/ADAM22/PHF6	13	0.066666667	0.011719505	-5.688522337	E788_vs_WT	down
MIR548AN	13/195	485/41384	6.11E-07	2.57E-05	1.52E-05	TMOD1/CLIC5/ATP8A1/PTPRJ/SESN3/ITGB1/NFAT5/LRRC8C/PPP3CA/TSHZ2/AKAP13/SLC37A1/ADAM22	13	0.066666667	0.011719505	-5.688522337	E788_vs_WT	down
MIR548BC	13/195	485/41384	6.11E-07	2.57E-05	1.52E-05	RAPH1/TSPAN2/ENTPD1/SESN3/ITGAV/PIK3CG/CD47/NFAT5/TP53INP1/PAG1/ATXN1/ADAM22/PHF6	13	0.066666667	0.011719505	-5.688522337	E788_vs_WT	down
MIR548E_3P	13/195	485/41384	6.11E-07	2.57E-05	1.52E-05	RAPH1/TSPAN2/ENTPD1/SESN3/ITGAV/PIK3CG/CD47/NFAT5/TP53INP1/PAG1/ATXN1/ADAM22/PHF6	13	0.066666667	0.011719505	-5.688522337	E788_vs_WT	down
CEBPB_02	10/195	266/41384	6.21E-07	2.61E-05	1.54E-05	H1-2/PDE4D/TRIB1/ZEB2/EFNA5/DDR2/EHF/SMARCA2/DUSP1/TSHZ2	10	0.051282051	0.006427605	-7.978407557	E788_vs_WT	down
MIR548F_3P	13/195	488/41384	6.54E-07	2.73E-05	1.61E-05	RAPH1/TSPAN2/ENTPD1/SESN3/ITGAV/PIK3CG/CD47/NFAT5/TP53INP1/PAG1/ATXN1/ADAM22/PHF6	13	0.066666667	0.011791997	-5.653551913	E788_vs_WT	down
LANDIS_ERBB2_BREAST_TUMORS_324_UP	8/195	151/41384	6.57E-07	2.74E-05	1.62E-05	ANK3/EHF/HOMER2/DUSP6/PPP3CA/CD82/SOX4/NUCB2	8	0.041025641	0.003648753	-11.24374257	E788_vs_WT	down
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	10/195	268/41384	6.65E-07	2.77E-05	1.63E-05	MET/TMOD1/CTNNA2/DNAI3/SEMA5A/CCDC88A/CD47/TMSB4X/LIMA1/CYRIA	10	0.051282051	0.006475933	-7.918867202	E788_vs_WT	down
MIR548AZ_3P	13/195	490/41384	6.85E-07	2.84E-05	1.68E-05	RAPH1/TSPAN2/ENTPD1/SESN3/ITGAV/PIK3CG/CD47/NFAT5/TP53INP1/PAG1/ATXN1/ADAM22/PHF6	13	0.066666667	0.011840325	-5.63047619	E788_vs_WT	down
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	10/195	269/41384	6.88E-07	2.84E-05	1.68E-05	F2R/CALD1/RUNX1/EHF/EGR2/SESN3/FN1/DUSP6/JUN/SOX4	10	0.051282051	0.006500097	-7.889429034	E788_vs_WT	down
OCT1_B	10/195	269/41384	6.88E-07	2.84E-05	1.68E-05	PRDM1/PDE4D/EHF/EGR2/SESN3/H2AC6/STAT4/CADM1/H2BC12/DUSP6	10	0.051282051	0.006500097	-7.889429034	E788_vs_WT	down
MIR148B_3P	11/195	338/41384	7.03E-07	2.90E-05	1.71E-05	ATP8A1/RASSF8/SESN3/E2F7/DUSP1/CADM1/EOGT/NCOA1/NFAT5/ATXN1/ADAM22	11	0.056410256	0.008167408	-6.906751631	E788_vs_WT	down
MIR152_3P	11/195	339/41384	7.24E-07	2.97E-05	1.76E-05	ATP8A1/RASSF8/SESN3/E2F7/DUSP1/CADM1/EOGT/NCOA1/NFAT5/ATXN1/ADAM22	11	0.056410256	0.008191572	-6.886377732	E788_vs_WT	down
LU_AGING_BRAIN_DN	8/195	153/41384	7.26E-07	2.97E-05	1.76E-05	PDE4D/MEF2C/ATP8A1/SMARCA2/GRIN2A/MAP2/PRKCB/CYRIA	8	0.041025641	0.003697081	-11.09676554	E788_vs_WT	down
GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	6/195	66/41384	7.28E-07	2.97E-05	1.76E-05	BLK/PTPRJ/PTPRC/GCSAM/GBP1/PRKCB	6	0.030769231	0.001594819	-19.29324009	E788_vs_WT	down
TRAVAGLINI_LUNG_LYMPHATIC_CELL	9/195	209/41384	7.45E-07	3.03E-05	1.79E-05	RASGRP3/EFNA5/LSP1/FAM107B/MIR4435-2HG/FN1/CD47/STON2/TSHZ2	9	0.046153846	0.005050261	-9.138903202	E788_vs_WT	down
MIR148A_3P	11/195	340/41384	7.45E-07	3.03E-05	1.79E-05	ATP8A1/RASSF8/SESN3/E2F7/DUSP1/CADM1/EOGT/NCOA1/NFAT5/ATXN1/ADAM22	11	0.056410256	0.008215736	-6.86612368	E788_vs_WT	down
GOBP_ERK1_AND_ERK2_CASCADE	11/195	341/41384	7.67E-07	3.11E-05	1.84E-05	F2R/PTPRC/ITGAV/DUSP4/FN1/DUSP6/GBP1/DUSP5/CCL1/DAB2IP/JUN	11	0.056410256	0.008239899	-6.84598842	E788_vs_WT	down
IRF4_ABC_induced_panB_SigDB_Staudt	8/195	155/41384	8.01E-07	3.23E-05	1.91E-05	RASGRP3/MEF2C/SLC2A5/BLK/SELPLG/GCSAM/PAG1/ST6GAL1	8	0.041025641	0.003745409	-10.95358147	E788_vs_WT	down
LAKE_ADULT_KIDNEY_C27_VASCULAR_SMOOTH_MUSCLE_CELLS_AND_PERICYTES	8/195	155/41384	8.01E-07	3.23E-05	1.91E-05	CALD1/MEF2C/CLMN/AUTS2/DUSP1/AKAP13/JUN/SDK1	8	0.041025641	0.003745409	-10.95358147	E788_vs_WT	down
LAKE_ADULT_KIDNEY_C2_PODOCYTES	9/195	212/41384	8.39E-07	3.38E-05	1.99E-05	CALD1/RABGAP1L/CLIC5/RASSF8/SEMA5A/ITGAV/SH3RF1/FNDC3B/NCOA1	9	0.046153846	0.005122753	-9.0095791	E788_vs_WT	down
PAX5_repressed_SigDB_Staudt	6/195	68/41384	8.70E-07	3.49E-05	2.06E-05	MEF2C/LSP1/CD47/PPP3CA/DUSP5/ITGAL	6	0.030769231	0.001643147	-18.72579186	E788_vs_WT	down
FAN_OVARY_CL18_B_LYMPHOCYTE	12/195	422/41384	9.04E-07	3.62E-05	2.14E-05	H1-2/TRIB1/LSP1/MBP/LGMN/CLEC2D/SMIM14/SH3BP5/SERPINB9/NR3C1/AKAP13/PAG1	12	0.061538462	0.010197178	-6.034852351	E788_vs_WT	down
MIR9_3P	11/195	347/41384	9.09E-07	3.63E-05	2.14E-05	PDE4D/RASSF8/AUTS2/SESN3/E2F7/ITGB1/CASP7/FAM135B/TLE4/SYNE2/SOX4	11	0.056410256	0.008384883	-6.727613981	E788_vs_WT	down
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	7/195	109/41384	9.19E-07	3.66E-05	2.16E-05	LGMN/CXCL10/RASSF8/DUSP4/TMSB4X/LIMA1/SOX4	7	0.035897436	0.002633868	-13.62916961	E788_vs_WT	down
FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL	8/195	158/41384	9.26E-07	3.68E-05	2.17E-05	LRRN3/LSP1/TRAF3IP3/FAM107B/CLEC2D/PTPRC/TNFAIP8/GBP2	8	0.041025641	0.003817901	-10.74560208	E788_vs_WT	down
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	11/195	348/41384	9.35E-07	3.71E-05	2.19E-05	PLD1/F2R/MET/RASGRP3/AUTS2/ITGB1/PIK3CG/GNA12/AKAP13/DAB2IP/JUN	11	0.056410256	0.008409047	-6.708281757	E788_vs_WT	down
HP_INTELLECTUAL_DISABILITY_SEVERE	12/195	424/41384	9.50E-07	3.76E-05	2.22E-05	MEF2C/ZEB2/CTNNA2/TNIK/SETBP1/SMARCA2/SEMA5A/GRIN2A/PPP3CA/KCNQ5/SOX4/PHF6	12	0.061538462	0.010245506	-6.006386067	E788_vs_WT	down
GOBP_DEPHOSPHORYLATION	12/195	425/41384	9.73E-07	3.83E-05	2.26E-05	MEF2C/PTPRJ/PTPRC/CDC14B/DUSP4/PTPRT/DUSP1/DUSP6/MTM1/PPP3CA/DUSP5/GNA12	12	0.061538462	0.010269669	-5.992253394	E788_vs_WT	down
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	12/195	425/41384	9.73E-07	3.83E-05	2.26E-05	TRIB1/RUNX1/BLK/PTPRJ/PTPRC/DUSP1/GCSAM/SERPINB9/CD47/GBP1/CYP19A1/PAG1	12	0.061538462	0.010269669	-5.992253394	E788_vs_WT	down
BOYLAN_MULTIPLE_MYELOMA_C_D_DN	10/195	280/41384	9.89E-07	3.88E-05	2.29E-05	PRDM1/F2R/RASGRP3/RAPH1/TSPAN2/ENTPD1/GIMAP8/STAT4/FNDC3B/ITGAL	10	0.051282051	0.0067659	-7.579487179	E788_vs_WT	down
GOCC_ACTIN_BASED_CELL_PROJECTION	9/195	217/41384	1.02E-06	3.98E-05	2.35E-05	RAPH1/ADGRV1/HOMER2/ITGAV/ITGB1/MTM1/MAP2/SYNE2/ADCY6	9	0.046153846	0.005243572	-8.801985112	E788_vs_WT	down
MIR513B_3P	8/195	160/41384	1.02E-06	3.98E-05	2.35E-05	PRDM1/ANK3/TSPAN2/SEMA5A/GBP4/PPP3CA/GBP1/TSHZ2	8	0.041025641	0.003866228	-10.61128205	E788_vs_WT	down
GOMF_PHOSPHATASE_ACTIVITY	10/195	281/41384	1.02E-06	3.98E-05	2.35E-05	PTPRJ/PTPRC/CDC14B/DUSP4/PTPRT/DUSP1/DUSP6/MTM1/PPP3CA/DUSP5	10	0.051282051	0.006790064	-7.552513916	E788_vs_WT	down
TRAVAGLINI_LUNG_PLASMACYTOID_DENDRITIC_CELL	7/195	111/41384	1.04E-06	4.04E-05	2.39E-05	TLR7/LGMN/CCDC88A/MCOLN2/LINC00996/NR3C1/DUSP5	7	0.035897436	0.002682196	-13.38359898	E788_vs_WT	down
BOQUEST_STEM_CELL_DN	9/195	218/41384	1.06E-06	4.09E-05	2.42E-05	MET/RASGRP3/CLIC5/MAST4/EOGT/DUSP6/PECAM1/GNG11/ST6GAL1	9	0.046153846	0.005267736	-8.761609033	E788_vs_WT	down
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	9/195	218/41384	1.06E-06	4.09E-05	2.42E-05	PDE4D/F2R/ANK3/RYR2/CXCL10/PTPRC/CCDC88A/MCOLN2/TMSB4X	9	0.046153846	0.005267736	-8.761609033	E788_vs_WT	down
PMBL_gt_GCB_SigDB_Staudt	11/195	353/41384	1.07E-06	4.14E-05	2.44E-05	TLR7/TMOD1/SMARCA2/HOMER2/ENTPD1/DOCK10/LIMA1/GBP1/TLE4/RGS9/CCL1	11	0.056410256	0.008529867	-6.613263601	E788_vs_WT	down
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	11/195	353/41384	1.07E-06	4.14E-05	2.44E-05	F2R/CALD1/MEF2C/ZEB2/TLR7/ENTPD1/PTPRC/FN1/PECAM1/GBP1/TLE4	11	0.056410256	0.008529867	-6.613263601	E788_vs_WT	down
MODULE_52	12/195	430/41384	1.10E-06	4.22E-05	2.49E-05	H1-2/CALD1/FILIP1L/PKIA/FN1/CDKN2C/H2BC12/DUSP6/PECAM1/GNG11/SOX4/ST6GAL1	12	0.061538462	0.010390489	-5.922576029	E788_vs_WT	down
JAK_IL10_Ly10_Up_SigDB_Staudt	5/195	39/41384	1.12E-06	4.27E-05	2.52E-05	PRDM1/PHLDA1/MCL1/JUN/ST6GAL1	5	0.025641026	9.42E-04	-27.20841552	E788_vs_WT	down
AIZARANI_LIVER_C3_NK_NKT_CELLS_2	8/195	162/41384	1.12E-06	4.27E-05	2.52E-05	PRDM1/CLEC2D/PTPRC/TNFAIP8/TMSB4X/SYNE2/SLFN5/PAG1	8	0.041025641	0.003914556	-10.48027857	E788_vs_WT	down
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	8/195	162/41384	1.12E-06	4.27E-05	2.52E-05	PRDM1/WDR44/SELPLG/SEMA5A/PKIA/STON2/TDRD7/PHF6	8	0.041025641	0.003914556	-10.48027857	E788_vs_WT	down
TRAVAGLINI_LUNG_CD4_MEMORY_EFFECTOR_T_CELL	6/195	71/41384	1.12E-06	4.28E-05	2.53E-05	PRDM1/TRAF3IP3/CLEC2D/ITGB1/SYNE2/SLFN5	6	0.030769231	0.001715639	-17.93456121	E788_vs_WT	down
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	8/195	164/41384	1.23E-06	4.65E-05	2.74E-05	MET/TMOD1/CTNNA2/STMN2/DNAI3/TMSB4X/LIMA1/MAP2	8	0.041025641	0.003962884	-10.35247029	E788_vs_WT	down
TRAVAGLINI_LUNG_ALVEOLAR_FIBROBLAST_CELL	8/195	164/41384	1.23E-06	4.65E-05	2.74E-05	LRRN3/FN1/DUSP1/MCOLN2/ZDHHC14/SERPINB9/DUSP6/CD82	8	0.041025641	0.003962884	-10.35247029	E788_vs_WT	down
CERVERA_SDHB_TARGETS_2	7/195	114/41384	1.24E-06	4.69E-05	2.77E-05	STK17A/FILIP1L/HOMER2/SH3BP5/DUSP1/CSGALNACT1/PAG1	7	0.035897436	0.002754688	-13.03139901	E788_vs_WT	down
SMIRNOV_RESPONSE_TO_IR_6HR_DN	7/195	114/41384	1.24E-06	4.69E-05	2.77E-05	TRIB1/TRAF3IP3/ATP8A1/CLEC2D/TMEM45A/ENTPD1/PTPRC	7	0.035897436	0.002754688	-13.03139901	E788_vs_WT	down
GRUETZMANN_PANCREATIC_CANCER_UP	11/195	359/41384	1.27E-06	4.76E-05	2.81E-05	CALD1/LGMN/ENTPD1/PTPRC/FN1/GBP2/CD47/DUSP6/PPP3CA/GBP1/DUSP5	11	0.056410256	0.00867485	-6.502735519	E788_vs_WT	down
ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP	9/195	223/41384	1.28E-06	4.79E-05	2.83E-05	CXCL10/MAST4/TNFAIP8/SERPINB9/GBP3/NFAT5/TLE4/SLFN5/PAG1	9	0.046153846	0.005388556	-8.5651604	E788_vs_WT	down
MIR4709_3P	8/195	165/41384	1.28E-06	4.81E-05	2.84E-05	STK17A/SH3BP5/AUTS2/PIK3CG/DUSP6/SNX4/NR3C1/TSHZ2	8	0.041025641	0.003987048	-10.28972805	E788_vs_WT	down
